review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment,reason
ambiance not feel like buffet setting douchey indoor garden tea biscuits,negative,"['ambiance', 'not', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuits']",ambiance not feel like buffet setting douchey indoor garden tea biscuit,"[-1.99709490e-01  4.10006911e-01  2.92487979e-01 -4.43593971e-02
 -1.50404394e-01  3.78757894e-01  8.43833908e-02  2.81008154e-01
 -2.87459999e-01 -2.46989988e-02 -7.65124112e-02 -2.42345408e-01
  7.19802007e-02  1.17160678e-01 -3.58413011e-02  3.13122347e-02
  7.13853985e-02  1.56323999e-01 -3.22742641e-01 -1.12898126e-02
  4.53618020e-02  2.33187407e-01  2.78871596e-01 -4.47503030e-01
  7.16793984e-02  2.13952988e-01 -1.32831797e-01 -3.04731578e-01
 -2.68792927e-01 -2.02312395e-01 -2.29709983e-01  1.94004983e-01
  2.22926378e-01 -4.41697948e-02  3.15100163e-01  4.69236910e-01
 -1.36200187e-03  2.97448605e-01 -1.57350510e-01 -5.06358981e-01
  1.02274500e-01 -3.10223997e-01  6.31719828e-03 -4.39622492e-01
  2.92797506e-01  6.69539645e-02 -1.84399724e-01 -1.80720180e-01
  2.72409976e-01 -7.29211986e-01 -8.16920996e-02 -1.67992800e-01
  1.34583935e-01  4.84247029e-01 -1.80596396e-01 -1.55129933e+00
  8.06953758e-02  3.27254117e-01  8.06620777e-01  2.47297123e-01
 -6.17287941e-02  5.07864594e-01 -9.26880017e-02  8.17933977e-02
  3.42259824e-01 -9.91216078e-02  5.01861691e-01 -7.25496784e-02
  1.61295697e-01 -6.87204003e-01 -1.62579805e-01 -3.86684030e-01
  1.68498486e-01 -1.94489986e-01 -1.77149996e-01  2.34295294e-01
  1.36602998e-01 -9.59278941e-02 -2.21717998e-01  1.66203812e-01
  2.30944991e-01 -1.14023112e-01 -3.14816892e-01  3.71367097e-01
 -5.69753349e-01 -4.72727008e-02 -4.85751517e-02 -6.66423514e-02
 -1.31070301e-01 -9.25845951e-02  3.06035489e-01 -2.81220496e-01
  1.41984791e-01 -1.14891924e-01 -4.22084987e-01 -2.34547809e-01
 -1.57322794e-01 -3.15393776e-01  6.71067178e-01  4.49090332e-01]",positive,Misclassified negative review: Model failed to detect negative sentiment.
lobster bisque bussell sprouts risotto filet needed salt pepperand course none tables,negative,"['lobster', 'bisque', 'bussell', 'sprouts', 'risotto', 'filet', 'needed', 'salt', 'pepperand', 'course', 'none', 'tables']",lobster bisque bussell sprout risotto filet needed salt pepperand course none table,"[-0.35327947  0.5744477   0.25373062 -0.09306609 -0.098246    0.03836241
  0.35654622  0.35719442 -0.12123644 -0.11309523  0.01885101  0.37674806
  0.09395773  0.38150102 -0.17761283 -0.00554444 -0.1587099  -0.09824573
 -0.19804908  0.09345517 -0.38292712  0.083343    0.12922402 -0.33360353
  0.111509    0.3044988  -0.26259953 -0.2688155  -0.3080629  -0.44831362
 -0.1868028   0.11970761 -0.08466573 -0.30825716  0.08512555  0.54021084
 -0.07993763  0.09988444  0.1884041  -0.3187391   0.08276474 -0.6045983
 -0.20270973 -0.4190891  -0.05812763 -0.03984718 -0.12255865 -0.2275622
 -0.03679323 -0.19457887 -0.28662685 -0.04653472 -0.143318    0.4589651
 -0.6511045  -0.6533609   0.1021311   0.02788363  0.361754    0.24329247
 -0.24801365  0.4304245   0.21347737  0.23125939  0.21354929 -0.27187172
  0.0055301  -0.14372855 -0.03456582 -0.27114382 -0.15577455 -0.01604738
  0.22088428  0.27372435 -0.07741182  0.19975251 -0.4929179  -0.069027
  0.13079117  0.24707554  0.20125909 -0.16050027 -0.22994877  0.12124363
 -0.2525382  -0.14324789  0.17582507  0.04907564 -0.19857016 -0.08478063
 -0.05465427 -0.15377627 -0.13648282 -0.23345    -0.15427881 -0.32513452
 -0.16576582 -0.16046403  0.31835172  0.29275408]",positive,Misclassified negative review: Model failed to detect negative sentiment.
cannot wait go back,positive,"['can', 'not', 'wait', 'go', 'back']",can not wait go back,"[-0.21119562  0.375342    0.42803    -0.58948    -0.38336918  0.250798
 -0.270014    0.45515805  0.093811   -0.348454    0.1639168   0.40703997
  0.385777    0.17204535  0.0936388  -0.37250602  0.113856    0.56234205
 -0.59573597  0.197972    0.32341918  0.162092    0.0826048   0.0192298
  0.0679682   0.080926   -0.3329516  -0.815894    0.523352   -0.355928
 -0.28197262  0.524874   -0.1390564   0.1233268   0.2390678   0.60615
 -0.17661719  0.0632572   0.1152674  -0.307372   -0.40117803 -0.21000719
 -0.14527158 -0.654374   -0.2695184  -0.04002     0.03151339 -0.3609336
  0.084788   -1.0424101   0.2556928  -0.15713802  0.04872999  1.104458
  0.0691066  -2.3764799  -0.17670093 -0.0750384   1.76216     0.49007797
 -0.15482202  0.86128795 -0.46003398 -0.01713499  0.907534    0.33144802
  0.40967998  0.40946603 -0.427914   -0.43273002 -0.0261104  -0.4715802
 -0.0384642  -0.718524    0.10960388 -0.10562201 -0.38716    -0.08124541
 -0.47337762 -0.17874579  0.610054   -0.1288018  -0.67206603 -0.08347081
 -1.500454   -0.18528941  0.3096654  -0.0176021  -0.2976648  -0.2928634
 -0.30749398  0.0335392  -0.0537854  -0.21831398 -0.51135796 -0.06937899
  0.2657834  -0.04061003  0.391644    0.21696182]",negative,Misclassified positive review: Model failed to detect positive sentiment.
lady table next us found live green caterpillar salad,negative,"['lady', 'table', 'next', 'us', 'found', 'live', 'green', 'caterpillar', 'salad']",lady table next u found live green caterpillar salad,"[-3.13756794e-01  5.23526728e-01  4.29198921e-01 -1.89511061e-01
  4.47755866e-03  9.91878733e-02  2.96265244e-01  2.41395205e-01
 -1.72894895e-01 -2.36652210e-01  9.58236754e-02  1.52060890e-03
  3.32728118e-01  3.37852955e-01  2.91363373e-02  8.36400092e-02
  2.00211108e-01 -8.92337784e-02 -2.34563351e-01  1.79386616e-01
  1.22408897e-01 -5.50850108e-02  2.36229315e-01  9.21608955e-02
  1.80944651e-01  2.75923342e-01 -1.33669004e-01 -3.62180054e-01
 -5.48099950e-02 -4.54680175e-02  2.87152193e-02  3.19102913e-01
  2.36728698e-01 -2.18541231e-02  2.36338586e-01  6.35969996e-01
 -2.30273217e-01  1.93833113e-01  2.57732004e-01 -2.15201885e-01
 -2.35346526e-01 -4.45665002e-01  1.46727599e-02 -2.59937763e-01
  8.40066820e-02 -1.47735579e-02 -4.51784611e-01 -1.83523372e-02
 -1.02036782e-01 -6.69537842e-01 -1.00073010e-01 -1.72972649e-01
  2.38366231e-01  8.58547747e-01 -4.28984642e-01 -1.92543244e+00
 -2.08469823e-01  1.81344356e-02  8.86663318e-01  1.91430673e-01
 -1.80258885e-01  6.50684416e-01 -1.37895554e-01  4.61795069e-02
  4.01117444e-01 -6.81645572e-02  1.24259144e-01  2.02350661e-01
  3.48658971e-02 -7.48349950e-02 -3.24666686e-02 -8.29604492e-02
 -1.64314449e-01 -3.15059453e-01  7.18941092e-02  3.87688339e-01
 -4.26222198e-03 -3.61688882e-02 -3.03801656e-01  3.82171124e-02
  4.73478794e-01  7.54548907e-02 -3.51822674e-01  2.45269671e-01
 -7.42264390e-01 -3.46003324e-01  1.41000003e-01 -2.51454979e-01
  2.40370452e-01 -3.21301669e-02  2.18928203e-01 -2.40665540e-01
  1.05631156e-02  5.51156588e-02 -5.99508941e-01 -1.85791448e-01
 -2.62155563e-01 -1.07075661e-01  7.01046646e-01  1.44801214e-01]",positive,Misclassified negative review: Model failed to detect negative sentiment.
better atmosphere,negative,"['better', 'atmosphere']",better atmosphere,"[-0.2243615   0.18389     0.626565    0.12154999 -0.50645     0.08157
  0.127915   -0.2963365  -0.301575    0.205329   -0.440714   -0.41757
  0.22898501 -0.56721     0.27703    -0.375835   -0.2661415   0.102644
 -0.08472499  0.20776     0.175755   -0.082305   -0.05022895 -0.459255
 -0.174805   -0.181411   -0.2374405  -0.2521      0.024622   -0.168412
 -0.33914     0.384762   -0.305562   -0.0590435   0.58424     0.2362075
  0.10820499  0.322875   -0.3035245  -0.375355   -0.395235   -0.73414505
 -0.2345545  -0.045875   -0.2900275  -0.0886705   0.042621    0.02495
  0.2123935  -1.22194     0.031905   -0.50282    -0.223665    1.131655
  0.1216755  -2.4426      0.504485    0.16325     1.21376     0.152645
 -0.43533     0.80483496 -0.768765   -0.0779635   0.55232     0.24024001
  0.653085   -0.154075    0.306295   -0.70067     0.546955   -0.5494
  0.36816502 -0.26918     0.23909001  0.09506001  0.32766002 -0.6745
 -0.1411815   0.219295    0.402255    0.48143998 -0.645425    0.31808
 -0.99636     0.583745    0.187195   -0.117219   -0.423071   -0.268965
  0.396165   -0.21017    -0.06497    -0.10017001  0.11096001  0.1846635
 -0.26685    -0.23858     0.11193     0.53659   ]",positive,Misclassified negative review: Model failed to detect negative sentiment.
bacon hella salty,positive,"['bacon', 'hella', 'salty']",bacon hella salty,"[-0.56568     0.18880667  0.02564999 -0.05075167 -0.46854666 -0.34069303
  0.10073    -0.37909332 -0.05667999  0.10003043  0.07728533 -0.10238934
 -0.02475433  0.3089433   0.37382933 -0.15300666  0.111595   -0.5015687
 -0.10072333  0.432537   -0.011679    0.30439332 -0.026164   -0.36069334
 -0.28278336  0.8398034  -0.35275665 -0.030569   -0.25985268  0.07705966
 -0.12878567  0.24845278 -0.26019034 -0.2666743   0.019809    0.47022668
  0.30287334  0.35154334  0.24427068 -0.16032667  0.53405    -0.27916002
 -0.49271667 -0.13509934  0.17005666 -0.00395934 -0.21684332  0.0576
  0.21015666 -0.20556366  0.07240333 -0.37486663 -0.03122667  0.17737667
 -0.60186166 -0.35249665  0.36948666  0.13486734 -0.383684   -0.28704667
  0.5589      0.60700995  0.06803334 -0.0111225   0.017784   -0.47169665
  0.585568    0.07673667 -0.14179434 -0.63434297 -0.00980667  0.00178
  0.51594335  0.33978     0.13032     0.44136333 -0.52299    -0.08121666
  0.34850335  0.43985668 -0.01738334 -0.37343898 -0.12530732  0.75033
 -0.11251    -0.34030667  0.22785334  0.02880668  0.12040333 -0.14408867
  0.39455333  0.08770001 -0.31478998  0.42473665 -0.4439043  -0.38178
  0.04178667 -0.27707002 -0.37595     0.13743134]",negative,Misclassified positive review: Model failed to detect positive sentiment.
real disappointment waiter,negative,"['real', 'disappointment', 'waiter']",real disappointment waiter,"[ 0.31055334  0.07010467  0.34402665 -0.25084665 -0.35482     0.18509899
 -0.44745335 -0.19728999  0.25900534 -0.00463333  0.02603166 -0.10743668
 -0.09195333 -0.06664433 -0.02058666  0.143522   -0.27908334  0.22738336
 -0.07303666  0.5428333  -0.06065534  0.3076     -0.6135333  -0.40975633
  0.15928333 -0.05779867 -0.15320002 -0.16043998 -0.04695666 -0.55911666
 -0.22034232  0.33355263 -0.03901     0.0251     -0.04992133  0.27323
 -0.05645601  0.3499231   0.48481932 -0.48106003  0.27330002 -0.30215332
  0.28899065 -0.25226334  0.363072    0.21160077  0.12062796  0.20236333
 -0.24632998 -0.57673    -0.02722666 -0.33302534  0.22694767  0.8364733
 -0.05951333 -1.4970913  -0.29442334  0.19337124  0.48588333  0.07988333
  0.04238667  0.29659    -0.49513665 -0.44968534  0.12472001 -0.15499
  0.32656002  0.021556   -0.143942   -0.04942733 -0.20969665  0.25482568
 -0.12039333 -0.50656337  0.16634934  0.4443033   0.078662   -0.32614362
 -0.4666933   0.16327333  0.37342396  0.0109     -0.09288033 -0.057775
 -0.79264665 -0.7102533  -0.48072     0.19527389 -0.46541223 -1.0359033
 -0.22546667  0.22946    -0.14146668  0.19050336 -0.183248    0.10324667
  0.004961    0.01345     0.07118335  0.16868667]",positive,Misclassified negative review: Model failed to detect negative sentiment.
cannot beat,positive,"['can', 'not', 'beat']",can not beat,"[-0.42415333  0.42388332  0.54344    -0.55808663 -0.23973532  0.39332667
  0.07931334  0.22035019 -0.16819668 -0.11169001  0.07849466  0.11376701
  0.15673001  0.2046289  -0.024657   -0.19354336  0.17910667  0.55458665
 -0.6931634   0.30837     0.42890933 -0.16358133  0.39114332  0.39692235
  0.22000332 -0.02373033  0.006824   -0.76633     0.49967337 -0.4047
 -0.17951101  0.82112664 -0.14986001  0.33198     0.39446267  0.05518665
 -0.27599865  0.25500333 -0.00317064 -0.35241333 -0.30282602 -0.48731998
 -0.29985    -0.7274733  -0.04603999 -0.14704     0.374926   -0.33600333
  0.08699534 -1.0905      0.03907001  0.01142332 -0.06268167  1.04818
  0.17360334 -2.3510668  -0.14521156  0.14798833  1.3396934   0.5506566
 -0.26975     0.40578333 -0.54986334  0.05896067  0.84087664  0.16578932
  0.53595334  0.87296003 -0.21671999 -0.5510967  -0.21255    -0.522801
  0.083855   -0.3681188   0.24440666 -0.230101   -0.24466999 -0.18309565
 -0.49816003  0.04468033  0.68952996 -0.12368002 -1.0416633  -0.07207268
 -1.6766666  -0.47137567  0.10886669  0.35703185 -0.126298   -0.20135331
 -0.31854734 -0.17379667 -0.12919901 -0.16832666 -0.6363067  -0.19090168
 -0.24787001 -0.48455003  0.33350536  0.04424332]",negative,Misclassified positive review: Model failed to detect positive sentiment.
burgers not good pizza used amazing doughy flavorless,negative,"['burgers', 'not', 'good', 'pizza', 'used', 'amazing', 'doughy', 'flavorless']",burger not good pizza used amazing doughy flavorless,"[-0.14923987  0.2647273   0.07448374 -0.23662621 -0.26064724  0.21355738
  0.28754064 -0.02916325 -0.12371124  0.04199251 -0.0276695  -0.11302346
  0.30082822  0.09509997  0.17379162  0.02143937  0.15287901  0.16199699
 -0.10113139  0.4248095   0.28936496  0.31060123 -0.00729875 -0.47154462
  0.32921422  0.38881952 -0.07748725 -0.13005374 -0.23902753 -0.11750713
 -0.01406925  0.396771   -0.13974574 -0.22546375  0.19292937  0.46827748
 -0.09049299  0.15671375  0.15364265 -0.43528375  0.29884312 -0.07223375
 -0.03372187 -0.28888434 -0.05794287  0.04794374  0.06638575 -0.31261376
 -0.01374862 -0.4869567  -0.10841499 -0.05136925  0.07097474  0.5990438
 -0.20377699 -1.0816932   0.21280254  0.35379875  0.61166215  0.03971376
 -0.21750626  0.4097525  -0.12254251  0.05027092  0.438321   -0.18110764
  0.3685975   0.0393675  -0.13827537 -0.39445573 -0.03606962 -0.24284664
  0.406853    0.10691825  0.08192472  0.16726401 -0.17016445 -0.0114765
 -0.01173002  0.29830676  0.32644737 -0.03675376 -0.450058    0.16678277
 -0.7417075  -0.27127627  0.16336663  0.02870056 -0.31841785 -0.28028837
  0.04662199  0.0826125   0.06207825 -0.14903425 -0.45636728 -0.5180503
 -0.10196225 -0.39592814  0.2626441   0.48133063]",positive,Misclassified negative review: Model failed to detect negative sentiment.
not fun experience,positive,"['not', 'fun', 'experience']",not fun experience,"[-0.21836834  0.26509765  0.3430933  -0.34586334 -0.40032998  0.14225
 -0.06054699  0.32722667 -0.01976667 -0.07611067  0.035078   -0.16075332
  0.20981    -0.29497442  0.20254298 -0.195       0.15095854  0.43840003
 -0.46960998  0.74723     0.23986334  0.14787899 -0.12171    -0.63553
 -0.11765333  0.24443865 -0.16795331 -0.38206863  0.115134   -0.31368998
 -0.44104335  0.6112666  -0.350383   -0.18205333  0.33075002  0.15542668
 -0.25810334  0.36185667 -0.14860733 -0.43392667 -0.31303668 -0.00832574
  0.05045    -0.42596665 -0.36385     0.03103068  0.4515473  -0.43790665
  0.25527    -1.04723     0.09207233 -0.41918668  0.16592133  0.82397336
  0.26353404 -2.2574332   0.2897401   0.11928668  1.31625     0.33076668
 -0.17698038  0.9170267  -0.4049827  -0.26694497  0.7217233   0.06175999
  0.84811    -0.09097334  0.03401334 -0.24108666  0.09666999 -0.46411002
  0.104536   -0.23007293 -0.10983633  0.36323333 -0.10036334 -0.18141234
 -0.55141264 -0.06998733 -0.03704867 -0.00993766 -0.18921566  0.09424666
 -1.6967667  -0.01420666 -0.19762333 -0.06518283 -0.3955833  -0.5392333
 -0.111576    0.01307333  0.33490333 -0.17648633 -0.08286501 -0.07024067
 -0.48405668 -0.53192997  0.37948433  0.61907005]",negative,Misclassified positive review: Model failed to detect positive sentiment.
better not dedicated boba tea spots even jenni pho,negative,"['better', 'not', 'dedicated', 'boba', 'tea', 'spots', 'even', 'jenni', 'pho']",better not dedicated boba tea spot even jenni pho,"[-2.81159222e-01  3.56344134e-01 -4.11722250e-02 -1.65355466e-02
 -8.76000151e-03  1.87910020e-01 -7.72999972e-02  3.70223279e-04
  3.63493301e-02 -2.33924657e-01 -1.14010215e-01 -1.56046450e-01
  1.90951899e-01  4.77558523e-02  8.47562253e-02 -1.27212226e-01
  3.61655205e-01  9.27988738e-02 -1.67356953e-01  1.97150007e-01
  1.78887665e-01  1.21180005e-01 -4.56184447e-02 -1.24693222e-01
  1.28446668e-01  1.91621438e-01 -1.79480225e-01 -3.34381998e-01
 -1.27462223e-01 -6.43026978e-02 -1.81091115e-01  2.27758884e-01
  3.34721774e-01 -7.57264420e-02  5.32902122e-01  2.57950008e-01
 -1.43626779e-01  2.90063113e-01 -1.43320322e-01 -2.09856570e-01
  2.66244411e-02 -9.62312222e-02  9.15594548e-02 -2.16044396e-01
  6.31740019e-02 -1.55570760e-01 -1.62748545e-01 -2.73029208e-01
 -9.98916198e-03 -6.05883181e-01  7.16833323e-02 -5.07655554e-02
 -1.68528885e-01  6.50718868e-01 -2.64270991e-01 -1.13062882e+00
  1.29881993e-01  4.85723354e-02  6.83853328e-01  1.54220223e-01
 -3.02268863e-01  2.54347742e-01 -1.04066662e-01  2.74009436e-01
  4.33939964e-01  2.03893986e-02  5.20713389e-01  7.56588802e-02
  3.18146676e-01 -2.97448903e-01 -1.05446547e-01 -1.56301677e-01
 -2.86423340e-02 -2.56576538e-01  6.88299984e-02  8.94100741e-02
 -1.23646654e-01 -8.20273235e-02 -2.58177817e-01  1.04837097e-01
  9.18718874e-02 -9.54720080e-02 -3.83880019e-01  1.10859543e-01
 -6.92232847e-01 -1.85492218e-01 -1.15657888e-01  1.92958377e-02
 -1.29411086e-01 -7.03294352e-02  1.31876215e-01 -8.15155655e-02
  5.06227762e-02 -9.65608954e-02 -3.33870858e-01 -1.22441664e-01
 -3.92900020e-01 -1.02556556e-01  2.57089227e-01  2.11470664e-01]",positive,Misclassified negative review: Model failed to detect negative sentiment.
staff super nice quick even crazy crowds downtown juries lawyers court staff,positive,"['staff', 'super', 'nice', 'quick', 'even', 'crazy', 'crowds', 'downtown', 'juries', 'lawyers', 'court', 'staff']",staff super nice quick even crazy crowd downtown jury lawyer court staff,"[ 0.01047225 -0.13865684  0.19853608 -0.2676392  -0.1698521   0.53230983
 -0.218929    0.3792381  -0.31186894 -0.12748249  0.03360518 -0.2635625
 -0.02714575 -0.09545533 -0.2780275  -0.1465059  -0.12412298  0.06454866
 -0.29306749  0.15625568  0.27265498 -0.053225    0.01262526 -0.46460533
  0.05622817 -0.14701276 -0.11747592 -0.340974    0.14945886 -0.17838083
  0.14571099  0.17326999 -0.02528751 -0.11874325  0.07317558  0.20371902
 -0.19475426  0.23437409  0.10091799 -0.06328466 -0.14631258 -0.37805423
  0.02926034 -0.5112179   0.11329775 -0.26152334  0.0089115  -0.26219085
  0.18981819 -0.48164335  0.14860858 -0.38162556  0.01517633  0.61787164
 -0.08389591 -1.5715958  -0.02875955  0.018782    1.2040433   0.29935977
 -0.39480233  0.5968592  -0.08405482 -0.0023675   0.5352672  -0.29883775
  0.22876756  0.3894039  -0.15619043  0.16129951  0.02583675 -0.24717414
 -0.20886166 -0.35823667  0.0853535   0.13805854  0.130435   -0.08054376
 -0.17669243 -0.10587824  0.6081298  -0.15332092 -0.2546751  -0.14335267
 -1.2398866  -0.33909926 -0.01965366 -0.05254821 -0.262641   -0.29665127
  0.35537001 -0.27118185 -0.04886925 -0.08236916 -0.31533498  0.04716458
 -0.0949949   0.15104587  0.44245008  0.3097509 ]",negative,Misclassified positive review: Model failed to detect positive sentiment.
seafood limited boiled shrimp crab legs crab legs definitely not taste fresh,negative,"['seafood', 'limited', 'boiled', 'shrimp', 'crab', 'legs', 'crab', 'legs', 'definitely', 'not', 'taste', 'fresh']",seafood limited boiled shrimp crab leg crab leg definitely not taste fresh,"[-0.49723494  0.41743335  0.23652141 -0.2963417  -0.23997374  0.02315417
  0.2139575   0.211788   -0.17498575 -0.32066235 -0.25308636  0.29654124
  0.7275286   0.37898955  0.03974808  0.08353833 -0.2441165  -0.25350267
  0.06550575  0.3504733   0.18149684  0.21794957  0.19883044 -0.28025618
  0.39314356  0.9844506  -0.32204497 -0.36458048 -0.08345884 -0.00282167
 -0.10143907  0.35533333 -0.06708767 -0.19951986  0.10671433  0.32332298
 -0.12401309  0.194737    0.12516885 -0.5162236   0.064975   -0.69437003
 -0.098635   -0.5557669   0.10974585 -0.12359785 -0.09270084 -0.092633
  0.10607667 -0.5570728  -0.16279286 -0.10582051  0.009672    0.76505923
 -0.47564664 -1.135293    0.05060861 -0.12044329  0.67918944  0.24732083
 -0.27479798  0.68841666 -0.01015668  0.36604455  0.6969308  -0.18302448
 -0.02057192 -0.3513422  -0.01946833 -0.42160586  0.0250637   0.1189848
  0.2850944   0.16865225 -0.02684559  0.25410375 -0.710133   -0.03311875
 -0.02610192  0.42042112  0.399233   -0.2619125  -0.41452834  0.4173875
 -0.5732716  -0.4921458   0.16992165  0.09089296 -0.18268192 -0.0813745
 -0.04119375 -0.11405917 -0.20902564 -0.40855837 -0.41219082 -0.11147133
 -0.3052481  -0.20803744  0.67908615  0.2502925 ]",positive,Misclassified negative review: Model failed to detect negative sentiment.
never dining place,negative,"['never', 'dining', 'place']",never dining place,"[ 0.00487834  0.30246666  0.29181698  0.05139087 -0.25376     0.36690998
  0.13061233  0.47425     0.2216367  -0.059128    0.3291267   0.04323333
  0.32644334  0.240788   -0.12750234 -0.14180933  0.20299332  0.24489999
 -0.7958134  -0.078828    0.16525     0.15328334  0.07748001 -0.65976745
  0.23863666 -0.4250473  -0.21053    -0.46453664 -0.30408666 -0.44689333
 -0.12341934  0.4128727   0.10493866  0.08962134  0.271893    0.6714933
 -0.30148333  0.32692567 -0.11053833 -0.43009135  0.04803168 -0.43036592
  0.29032335 -0.46034336  0.28957334  0.08922333 -0.10020667 -0.056947
  0.43177333 -0.66940004  0.03323666 -0.294842   -0.2172467   0.8937567
 -0.15324332 -2.3571332  -0.07033333  0.20113166  1.1061133   0.48466
 -0.33443666  0.7497067  -0.04087668 -0.17142366  0.67239666 -0.16801
  0.50445336 -0.10426164 -0.14587002 -0.25617233 -0.14830334 -0.31563535
  0.33140936 -0.19475101 -0.11386932  0.183273   -0.15179966 -0.40604338
 -0.21267335  0.09742134 -0.01894334 -0.06637367 -0.20130001  0.13399243
 -0.99437    -0.252157   -0.0573466  -0.24825001  0.06626666 -0.37198666
 -0.12168    -0.33799997  0.47608337  0.14115535 -0.61845     0.03238266
 -0.23597835 -0.048107    0.49871668  0.44859   ]",positive,Misclassified negative review: Model failed to detect negative sentiment.
